text,sentiment,sentiment_score,theme,theme_score,length
"It's the moment of truth, boys, so keep your eyes peeled.",uncertain,0.3803,Family,0.671,11
"Why do we need that woman, sir?",uncertain,0.405,Trauma,0.3915,7
"When you're going to kill a god, let someone else do your dirty work.",very negative,0.4732,Trauma,0.2063,14
"Moro, what happened to you?",uncertain,0.2983,Trauma,0.7115,5
San!,very positive,0.5905,Family,0.9046,1
"It's me, Ashitaka!",very positive,0.6626,Identity,0.9902,3
San!,very positive,0.5905,Family,0.9046,1
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
Okkoto?,uncertain,0.3512,Personal Growth,0.3826,1
"Leave, boy.",uncertain,0.2845,Personal Growth,0.748,2
Fight me and the Forest Spirit will never come.,very positive,0.7221,Identity,0.5912,9
"Lord Okkoto, calm your fury!",very positive,0.7156,Trauma,0.6346,5
"O mighty Lord, let me have the girl!",very positive,0.6168,Family,0.8129,8
I beg of you!,very positive,0.6107,Family,0.7727,4
"Please, let her go!",uncertain,0.3124,Family,0.9153,4
San!,very positive,0.5905,Family,0.9046,1
Are you there?,neutral,0.4581,Family,0.6622,3
It's me!,very positive,0.5699,Identity,0.9952,2
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
San!,very positive,0.5905,Family,0.9046,1
Kill him!,uncertain,0.3926,Trauma,0.7126,2
Stop him!,very negative,0.5045,Trauma,0.6109,2
He'll ruin everything!,very negative,0.6302,Family,0.9615,3
San!,very positive,0.5905,Family,0.9046,1
San!,very positive,0.5905,Family,0.9046,1
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
San!,very positive,0.5905,Family,0.9046,1
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
And here I was saving the last of my strength to bite off that damn woman's head.,uncertain,0.3103,Trauma,0.8912,17
But I must save San.,uncertain,0.3755,Family,0.8207,5
Close ranks!,uncertain,0.3272,Family,0.9595,2
Don't touch him.,very negative,0.5481,Family,0.866,3
He's no longer a god.,very negative,0.4818,Resilience,0.091,5
"You can't even speak, can you?",very negative,0.5207,Trauma,0.7724,6
"Well done, men.",neutral,0.5088,Personal Growth,0.791,3
"Now, fall back and get the wounded out of here.",uncertain,0.3321,Trauma,0.9465,10
"Ooh, what a revolting spectacle.",uncertain,0.3503,Trauma,0.2926,5
It's him.,uncertain,0.3356,Identity,0.9912,2
"Give me back my daughter, demon.",uncertain,0.4133,Family,0.8402,6
"Ashitaka, can you save the girl you love?",very positive,0.6224,Romantic Love,0.7745,8
The Forest Spirit.,very positive,0.6433,Resilience,0.0065,3
Eboshi!,very negative,0.6929,Personal Growth,0.3579,1
Hold your fire!,very positive,0.6285,Family,0.8042,3
Eboshi!,very negative,0.6929,Personal Growth,0.3579,1
Your enemy's not the Forest Spirit.,very negative,0.4709,Loneliness,0.0574,6
But that should have killed it.,uncertain,0.3272,Trauma,0.8239,6
He's a god.,very positive,0.7132,Resilience,0.1593,3
It'll take more than one shot.,neutral,0.4869,Family,0.6898,6
San!,very positive,0.5905,Family,0.9046,1
Don't die.,very negative,0.5885,Resilience,0.9653,2
I don't get it.,very negative,0.4782,Family,0.7337,4
The Great Forest Spirit took their lives away.,very positive,0.5689,Grief,0.7563,8
Quick!,positive,0.5572,Family,0.7543,1
He's starting to change.,uncertain,0.3973,Personal Growth,0.9755,4
"Now watch closely, everyone.",uncertain,0.4238,Family,0.761,4
"I'm going to show you how to kill a god, a god of life and death.",very negative,0.5536,Trauma,0.0037,16
The trick is not to fear him.,uncertain,0.3277,Resilience,0.8134,7
No!,very negative,0.5534,Family,0.9037,1
Stop!,uncertain,0.2849,Family,0.771,1
Eboshi!,very negative,0.6929,Personal Growth,0.3579,1
You will die!,very positive,0.7625,Grief,0.5337,3
She did it!,positive,0.4751,Family,0.9351,3
Quickly!,positive,0.4803,Family,0.7717,1
Go get the head!,uncertain,0.4497,Trauma,0.763,4
"Quick, Jigo!",positive,0.4513,Personal Growth,0.6094,2
Bring me that box of yours!,very positive,0.6196,Friendship,0.6651,6
The porters are all dead!,very negative,0.6568,Trauma,0.9626,5
Hurry!,uncertain,0.4101,Family,0.7446,1
Hurry!,uncertain,0.4101,Family,0.7446,1
Be careful not to touch the spirit's body!,uncertain,0.2907,Trauma,0.4181,8
It'll suck the life out of you!,very negative,0.5116,Loneliness,0.598,7
Here it is!,uncertain,0.3894,Family,0.7642,3
"One head, as promised!",uncertain,0.4446,Personal Growth,0.331,4
Milady!,very positive,0.5684,Family,0.7252,1
I told you.,uncertain,0.3562,Family,0.8053,3
A wolf's head can still bite.,uncertain,0.3891,Trauma,0.6342,6
Come on!,very positive,0.5919,Personal Growth,0.8703,2
We got to get out of here.,uncertain,0.3237,Trauma,0.6385,7
"It's coming, sir!",very positive,0.5914,Personal Growth,0.8195,3
Run!,uncertain,0.3124,Personal Growth,0.7969,1
"Gonza, we've got to get to the island!",very positive,0.4828,Resilience,0.4677,8
Island?,uncertain,0.3022,Resilience,0.0778,1
I can't swim!,very negative,0.4598,Resilience,0.2765,3
Then walk along the bottom.,uncertain,0.2993,Family,0.7295,5
Give her to me!,very positive,0.6236,Romantic Love,0.6835,4
I'll cut her throat!,uncertain,0.3988,Trauma,0.6257,4
Your claim has been avenged.,uncertain,0.377,Identity,0.7367,5
Your mother saw to that.,uncertain,0.3272,Family,0.9963,5
Here.,uncertain,0.4147,Family,0.8075,1
Lady Eboshi.,very negative,0.4683,Family,0.9779,2
Help me.,uncertain,0.4141,Personal Growth,0.8117,2
Don't waste your sympathy.,uncertain,0.4404,Family,0.7431,4
I promised Toki that I'd bring you back to Irontown.,uncertain,0.3691,Friendship,0.799,10
He's searching for his head.,uncertain,0.3813,Personal Growth,0.8375,5
We can't stay here.,very negative,0.7175,Family,0.8984,4
"San, you have got to help us.",uncertain,0.4183,Personal Growth,0.6247,7
No!,very negative,0.5534,Family,0.9037,1
You're on their side!,uncertain,0.4135,Family,0.8963,4
You always were!,very positive,0.5645,Family,0.9409,3
Take that damn woman and just go away!,very positive,0.639,Trauma,0.8875,8
Never!,uncertain,0.36,Family,0.5854,1
I hate all of you humans!,very negative,0.5074,Grief,0.4105,6
"Yes, I'm human, San, and so are you.",very positive,0.6137,Identity,0.9279,8
Stop it!,uncertain,0.357,Family,0.6417,2
"I'm a wolf, you hear?",uncertain,0.3604,Identity,0.9672,5
San?,uncertain,0.3266,Family,0.7793,1
Stay back!,very positive,0.616,Family,0.8949,2
I'm sorry.,uncertain,0.3758,Grief,0.7358,2
I tried to stop it.,uncertain,0.3684,Family,0.7356,5
It's over.,uncertain,0.4102,Family,0.7563,2
Everything's over.,uncertain,0.3289,Family,0.7522,2
The forest is dead.,very negative,0.6444,Trauma,0.3402,4
Nothing is over.,uncertain,0.4283,Resilience,0.936,3
The two of us are still alive.,uncertain,0.323,Resilience,0.9151,7
"Now, will you help me, San?",very positive,0.6481,Empathy,0.8826,6
"Hey, wait!",uncertain,0.3151,Personal Growth,0.6637,2
Come back!,very positive,0.5622,Personal Growth,0.8167,2
Help us!,uncertain,0.4199,Family,0.781,2
A little crisis and they panic.,negative,0.5837,Trauma,0.8548,6
Whoa!,very positive,0.5642,Family,0.7385,1
What are you doing?,neutral,0.5407,Personal Growth,0.5829,4
Look!,uncertain,0.4131,Family,0.7393,1
The head is moving!,uncertain,0.4195,Personal Growth,0.6731,4
It's calling him to us!,very positive,0.5108,Family,0.7768,5
It shouldn't jam anymore.,uncertain,0.4091,Family,0.744,4
Thanks.,uncertain,0.375,Family,0.9123,1
It's awfully quiet.,uncertain,0.3079,Family,0.827,3
Asano is waiting for sunrise.,uncertain,0.3477,Personal Growth,0.7673,5
I wonder if that young man ever found Lady Eboshi.,uncertain,0.2504,Personal Growth,0.7713,10
Don't worry about him.,uncertain,0.4465,Resilience,0.7255,4
"He found her, all right.",neutral,0.4546,Family,0.8816,5
They'll be marching over that hill any minute now.,uncertain,0.2473,Family,0.8571,9
Big dope.,uncertain,0.3171,Personal Growth,0.8134,2
Don't ask me why I love him.,uncertain,0.4199,Family,0.6705,7
"Hey, Kohroku!",very negative,0.5535,Friendship,0.8703,2
"Let him sleep, Toki, while he can.",uncertain,0.3873,Family,0.8451,7
What's that?,uncertain,0.3998,Family,0.166,2
"I don't know, but I don't like it.",uncertain,0.3234,Trauma,0.442,8
It's the Nightwalker!,very positive,0.7562,Trauma,0.0013,3
"Everybody, hold your positions!",uncertain,0.4413,Family,0.8758,4
"Toki, it's coming right at us.",uncertain,0.3986,Trauma,0.0684,6
Run!,uncertain,0.3124,Personal Growth,0.7969,1
We've gotta go!,very positive,0.4846,Family,0.6619,3
No!,very negative,0.5534,Family,0.9037,1
We promised Lady Eboshi we would defend Irontown!,very positive,0.4861,Resilience,0.7658,8
Look!,uncertain,0.4131,Family,0.7393,1
Over there!,uncertain,0.3389,Family,0.7503,2
He's come back!,very positive,0.6355,Resilience,0.9865,3
Get everyone out!,very positive,0.5328,Family,0.7452,3
"The Great Spirit's head's been cut off, and he wants it back!",uncertain,0.4105,Trauma,0.9354,12
"If that black ooze touches you, you're dead!",uncertain,0.4496,Trauma,0.6069,8
Run for the lake!,uncertain,0.3758,Trauma,0.4512,4
The water will slow it down!,uncertain,0.3888,Family,0.5693,6
Lady Eboshi and the men are on their way from the other side.,uncertain,0.3603,Family,0.9569,13
I'm gonna try to return his head before he kills us all.,uncertain,0.3507,Trauma,0.7278,12
Hurry!,uncertain,0.4101,Family,0.7446,1
What are we gonna do now?,neutral,0.4733,Family,0.6025,6
It'll kill us all!,uncertain,0.4096,Family,0.6892,4
We'll never get out now!,uncertain,0.3289,Trauma,0.8521,5
That's enough!,likely_emotive,0.4552,Family,0.7331,2
Get everyone down to the lake and stay calm.,uncertain,0.4102,Family,0.9652,9
We can carry the sick and the wounded.,uncertain,0.384,Trauma,0.741,8
Not that way!,negative,0.4752,Family,0.6774,3
Stop!,uncertain,0.2849,Family,0.771,1
Oh!,uncertain,0.3701,Family,0.7929,1
There it goes!,uncertain,0.33,Family,0.7367,3
We're done for!,uncertain,0.3643,Grief,0.8592,3
"Once the forge burns, it'll be the end of Irontown.",uncertain,0.3948,Trauma,0.0595,10
"We're still alive, Kohroku.",uncertain,0.3462,Resilience,0.9627,4
We'll manage somehow.,uncertain,0.3733,Resilience,0.9287,3
"Now, let's go.",uncertain,0.4223,Family,0.811,3
There they are!,uncertain,0.3953,Family,0.9253,3
Go!,very positive,0.4999,Personal Growth,0.9034,1
Stop right there!,uncertain,0.2367,Family,0.7861,3
"Oh, you're both alive.",uncertain,0.3325,Family,0.8818,4
"Oh, how nice.",very positive,0.5776,Family,0.9037,3
I'm giving the creature its head back.,uncertain,0.3187,Empathy,0.8813,7
Put the box down and back away.,uncertain,0.403,Personal Growth,0.6037,7
Give the head back now?,uncertain,0.2603,Trauma,0.8277,5
"Come on, boy.",very positive,0.5647,Personal Growth,0.934,3
Don't be silly.,uncertain,0.3593,Family,0.7147,3
"Now, when the sun's about to come up?",uncertain,0.3476,Family,0.6415,8
Look!,uncertain,0.4131,Family,0.7393,1
"He's a brainless, swollen, life-sucking god of death.",very negative,0.7349,Trauma,0.4858,8
At sunrise he'll vanish.,uncertain,0.3503,Personal Growth,0.4526,4
"Sir, it's coming!",very positive,0.6135,Personal Growth,0.7907,3
We've gotta get out of here!,uncertain,0.388,Trauma,0.6606,6
"Look, everybody wants everything.",uncertain,0.3853,Family,0.5163,4
That's the way the world is.,uncertain,0.4224,Family,0.127,6
But I might actually get it.,uncertain,0.4435,Personal Growth,0.7812,6
Don't force me to kill you.,very negative,0.6407,Family,0.5107,6
You make it sound so very easy.,very positive,0.6779,Family,0.6351,7
You really ought to...,uncertain,0.3584,Personal Growth,0.7835,4
relax!,uncertain,0.4338,Family,0.8449,1
Get going!,uncertain,0.3914,Personal Growth,0.9374,2
Ashitaka!,very positive,0.6582,Personal Growth,0.6313,1
I got it!,very positive,0.4906,Resilience,0.7642,3
This is bad.,very negative,0.5369,Trauma,0.753,3
"Master, we're surrounded!",very positive,0.6722,Trauma,0.5364,3
"Come on, sun!",very positive,0.6622,Personal Growth,0.8138,3
Rise!,very positive,0.5848,Personal Growth,0.9922,1
Open the box!,very positive,0.6135,Personal Growth,0.6215,3
Don't you see?,uncertain,0.3948,Family,0.7576,3
It's too late for that now!,negative,0.5437,Family,0.7729,6
Why are you wasting your breath talking to him?,uncertain,0.3822,Trauma,0.4064,9
Human hands must return it!,very positive,0.6669,Family,0.825,5
Don't say I didn't warn you.,very negative,0.5083,Family,0.7536,6
Forest Spirit!,very positive,0.5786,Personal Growth,0.0179,2
We give you back your head!,very positive,0.6266,Trauma,0.4912,6
Take it and be at peace!,very positive,0.6075,Family,0.7342,6
"Uh, well, that got his attention, all right.",uncertain,0.3027,Family,0.8786,8
"Well, I think it's over.",uncertain,0.3679,Family,0.7426,5
It's the men.,uncertain,0.3518,Trauma,0.6503,3
Milady!,very positive,0.5684,Family,0.7252,1
You're here!,very positive,0.6051,Family,0.822,2
Her ladyship has been injured.,negative,0.5639,Family,0.992,5
Look!,uncertain,0.4131,Family,0.7393,1
It's falling on Irontown!,very negative,0.5152,Trauma,0.3382,4
"Hang on tight, everybody!",very positive,0.5613,Family,0.9712,4
Don't let go!,uncertain,0.4121,Family,0.8255,3
I didn't know the Forest Spirit made the flowers grow.,uncertain,0.3741,Resilience,0.1722,10
San.,uncertain,0.3757,Personal Growth,0.6015,1
"San, look.",uncertain,0.3287,Family,0.918,2
"Even if all the trees return, it won't be his forest anymore.",uncertain,0.2784,Trauma,0.8225,12
The Great Forest Spirit is dead now.,very negative,0.6711,Grief,0.4027,7
Never.,uncertain,0.3827,Family,0.5442,1
He's life itself.,neutral,0.5391,Identity,0.9036,3
"He's not dead, San.",uncertain,0.3339,Resilience,0.9701,4
"He's here right now, trying to tell us something, that it's time for us both to live.",neutral,0.5563,Family,0.8024,17
"Ashitaka, you mean so much to me, but I can't forgive the humans for what they've done.",very positive,0.5844,Family,0.8412,17
I understand.,neutral,0.5531,Empathy,0.8502,2
"You'll live in the forest, and I'll go help them rebuild Irontown.",uncertain,0.3759,Friendship,0.8724,12
I'll always be near.,uncertain,0.3286,Family,0.9056,4
Yakul and I will come and visit you...,very positive,0.5193,Family,0.9644,8
"whenever we can, all right?",uncertain,0.4494,Family,0.5542,5
Amazing.,very positive,0.6643,Family,0.854,1
The wolves and that crazy little Wolf Girl helped save us all.,positive,0.4746,Resilience,0.8797,12
Ashitaka.,uncertain,0.315,Family,0.2927,1
Can someone find him?,neutral,0.4561,Personal Growth,0.6886,4
I need to thank him.,uncertain,0.407,Personal Growth,0.7647,5
We're going to start all over again.,uncertain,0.2988,Family,0.7842,7
This time we'll build a better town.,uncertain,0.3204,Resilience,0.5603,7
"Well, I give up!",uncertain,0.3612,Family,0.616,4
You can't win against fools!,very positive,0.5574,Grief,0.1623,5
THE END,uncertain,0.3197,Family,0.3163,2
